dish_id,image_path,weight_g,carbs_g,protein_g,fat_g
dish_1557937715,imagery/realsense_overhead/dish_1557937715/rgb.png,39.0,4.68,0.468,0.273
dish_1562009894,imagery/realsense_overhead/dish_1562009894/rgb.png,200.0,29.885567,5.628496,12.012504
dish_1558725621,imagery/realsense_overhead/dish_1558725621/rgb.png,223.0,23.760002,15.818001,25.268999
dish_1563464627,imagery/realsense_overhead/dish_1563464627/rgb.png,115.0,46.345001,10.718,9.2
dish_1565898511,imagery/realsense_overhead/dish_1565898511/rgb.png,102.0,4.938,0.878,4.404
dish_1563812535,imagery/realsense_overhead/dish_1563812535/rgb.png,266.0,3.038,35.959,14.202999
dish_1560526447,imagery/realsense_overhead/dish_1560526447/rgb.png,70.0,3.411251,1.750025,8.15613
dish_1559149650,imagery/realsense_overhead/dish_1559149650/rgb.png,64.0,6.4,0.576,0.128
dish_1561575300,imagery/realsense_overhead/dish_1561575300/rgb.png,199.0,9.163404,30.701891,17.627951
dish_1563564797,imagery/realsense_overhead/dish_1563564797/rgb.png,310.0,30.171246,32.680634,24.779562
dish_1563551164,imagery/realsense_overhead/dish_1563551164/rgb.png,270.0,46.757149,17.756741,8.327854
dish_1568048053,imagery/realsense_overhead/dish_1568048053/rgb.png,356.0,10.333097,44.270805,43.039101
dish_1561575274,imagery/realsense_overhead/dish_1561575274/rgb.png,145.0,4.303404,29.621891,17.519951
dish_1564073716,imagery/realsense_overhead/dish_1564073716/rgb.png,295.0,11.192709,24.807318,6.074293
dish_1566934455,imagery/realsense_overhead/dish_1566934455/rgb.png,395.0,39.282497,49.670044,43.884827
dish_1563395374,imagery/realsense_overhead/dish_1563395374/rgb.png,84.0,21.049206,6.314544,5.430935
dish_1562012048,imagery/realsense_overhead/dish_1562012048/rgb.png,248.0,47.483944,10.388004,5.299119
dish_1566413419,imagery/realsense_overhead/dish_1566413419/rgb.png,280.0,11.296,36.287003,11.570001
dish_1558115282,imagery/realsense_overhead/dish_1558115282/rgb.png,144.0,0.432,20.16,0.288
dish_1568401233,imagery/realsense_overhead/dish_1568401233/rgb.png,418.0,32.332966,38.631962,22.600721
dish_1562095283,imagery/realsense_overhead/dish_1562095283/rgb.png,197.0,11.772673,5.268715,19.747328
dish_1560541706,imagery/realsense_overhead/dish_1560541706/rgb.png,140.0,6.250251,2.981884,9.221268
dish_1565798558,imagery/realsense_overhead/dish_1565798558/rgb.png,109.0,5.533271,1.954783,7.178836
dish_1562703447,imagery/realsense_overhead/dish_1562703447/rgb.png,259.0,37.651039,18.510515,17.95558
dish_1562690047,imagery/realsense_overhead/dish_1562690047/rgb.png,68.0,2.514018,0.926227,6.488747
dish_1563206562,imagery/realsense_overhead/dish_1563206562/rgb.png,68.0,15.203773,0.833962,3.913208
dish_1561577219,imagery/realsense_overhead/dish_1561577219/rgb.png,216.0,26.319092,19.739084,14.285876
dish_1559158425,imagery/realsense_overhead/dish_1559158425/rgb.png,13.0,0.468,0.377,0.052
dish_1558030383,imagery/realsense_overhead/dish_1558030383/rgb.png,26.0,0.364,9.62,10.92
dish_1561663541,imagery/realsense_overhead/dish_1561663541/rgb.png,112.0,25.76,2.912,1.008
dish_1558379588,imagery/realsense_overhead/dish_1558379588/rgb.png,143.0,0.429,20.02,0.286
dish_1561654732,imagery/realsense_overhead/dish_1561654732/rgb.png,191.0,12.24,14.06,14.85
dish_1567110519,imagery/realsense_overhead/dish_1567110519/rgb.png,100.0,3.697084,1.362099,9.542274
dish_1565725071,imagery/realsense_overhead/dish_1565725071/rgb.png,190.0,16.572001,2.546,5.0
dish_1562702379,imagery/realsense_overhead/dish_1562702379/rgb.png,227.0,9.873425,3.944872,6.206042
dish_1560975491,imagery/realsense_overhead/dish_1560975491/rgb.png,86.0,3.698,2.752,1.806
dish_1566413388,imagery/realsense_overhead/dish_1566413388/rgb.png,231.0,6.886,35.307003,4.22
dish_1564427430,imagery/realsense_overhead/dish_1564427430/rgb.png,170.0,2.34,30.790001,23.860001
dish_1559925083,imagery/realsense_overhead/dish_1559925083/rgb.png,81.0,16.966999,4.623,4.271
dish_1565898331,imagery/realsense_overhead/dish_1565898331/rgb.png,100.0,4.592838,18.113056,6.518404
dish_1561134156,imagery/realsense_overhead/dish_1561134156/rgb.png,220.0,28.776001,1.696,0.342
dish_1559240875,imagery/realsense_overhead/dish_1559240875/rgb.png,203.0,30.855999,0.812,0.203
dish_1565209922,imagery/realsense_overhead/dish_1565209922/rgb.png,169.0,25.567343,10.335444,6.256306
dish_1564169197,imagery/realsense_overhead/dish_1564169197/rgb.png,50.0,8.95,5.5,6.5
dish_1561060448,imagery/realsense_overhead/dish_1561060448/rgb.png,41.0,13.735001,4.592,3.854
dish_1565811390,imagery/realsense_overhead/dish_1565811390/rgb.png,266.0,21.70455,14.384672,7.622345
dish_1567785622,imagery/realsense_overhead/dish_1567785622/rgb.png,54.0,7.56,0.378,0.162
dish_1565809033,imagery/realsense_overhead/dish_1565809033/rgb.png,433.0,16.746,62.691998,1.63
dish_1563389446,imagery/realsense_overhead/dish_1563389446/rgb.png,173.0,10.055328,3.871456,8.123614
dish_1562617492,imagery/realsense_overhead/dish_1562617492/rgb.png,373.0,39.354103,39.668491,27.255165
dish_1558628339,imagery/realsense_overhead/dish_1558628339/rgb.png,13.0,0.182,4.81,5.46
dish_1560356627,imagery/realsense_overhead/dish_1560356627/rgb.png,301.0,6.92,63.124001,75.973999
dish_1566847483,imagery/realsense_overhead/dish_1566847483/rgb.png,314.0,24.980385,29.644312,28.970854
dish_1562785159,imagery/realsense_overhead/dish_1562785159/rgb.png,315.0,15.681798,32.891556,27.1838
dish_1560455179,imagery/realsense_overhead/dish_1560455179/rgb.png,150.0,12.081323,1.908316,5.987522
dish_1568056258,imagery/realsense_overhead/dish_1568056258/rgb.png,485.0,16.415001,77.393005,13.48
dish_1558637351,imagery/realsense_overhead/dish_1558637351/rgb.png,154.0,21.559999,0.462,0.308
dish_1562875273,imagery/realsense_overhead/dish_1562875273/rgb.png,306.0,39.235752,44.831676,17.108229
dish_1562099134,imagery/realsense_overhead/dish_1562099134/rgb.png,188.0,18.565031,17.734715,14.042557
dish_1565118096,imagery/realsense_overhead/dish_1565118096/rgb.png,588.0,49.997002,82.443001,13.032
dish_1558116260,imagery/realsense_overhead/dish_1558116260/rgb.png,75.0,17.025,16.800001,37.125
dish_1563986093,imagery/realsense_overhead/dish_1563986093/rgb.png,215.0,14.228001,13.409,14.341
dish_1562690144,imagery/realsense_overhead/dish_1562690144/rgb.png,354.0,8.460017,43.36623,48.078743
dish_1558461760,imagery/realsense_overhead/dish_1558461760/rgb.png,61.0,2.379,0.549,0.122
dish_1559751744,imagery/realsense_overhead/dish_1559751744/rgb.png,188.0,10.704,15.712,13.007999
dish_1562097673,imagery/realsense_overhead/dish_1562097673/rgb.png,307.0,24.260704,32.70406,29.935171
dish_1564086778,imagery/realsense_overhead/dish_1564086778/rgb.png,437.0,65.734329,41.446186,25.345335
dish_1563207389,imagery/realsense_overhead/dish_1563207389/rgb.png,327.0,37.936996,15.290001,13.830001
dish_1567022338,imagery/realsense_overhead/dish_1567022338/rgb.png,463.0,19.279001,69.154999,16.4
dish_1560368815,imagery/realsense_overhead/dish_1560368815/rgb.png,442.0,21.281317,11.468402,33.12727
dish_1561405934,imagery/realsense_overhead/dish_1561405934/rgb.png,243.0,21.346516,25.268143,11.362256
dish_1563206409,imagery/realsense_overhead/dish_1563206409/rgb.png,277.0,4.392429,29.678574,33.371906
dish_1563208094,imagery/realsense_overhead/dish_1563208094/rgb.png,111.0,24.817924,1.361321,6.387736
dish_1564774773,imagery/realsense_overhead/dish_1564774773/rgb.png,90.0,6.146341,2.107317,2.546341
dish_1563564760,imagery/realsense_overhead/dish_1563564760/rgb.png,243.0,27.887177,23.540035,16.774696
dish_1565031338,imagery/realsense_overhead/dish_1565031338/rgb.png,215.0,8.770726,27.085739,16.466574
dish_1560961179,imagery/realsense_overhead/dish_1560961179/rgb.png,104.0,1.664,10.400001,11.44
dish_1558030182,imagery/realsense_overhead/dish_1558030182/rgb.png,88.0,14.96,1.76,0.088
dish_1563551397,imagery/realsense_overhead/dish_1563551397/rgb.png,302.0,10.936724,24.6124,25.054745
dish_1564518850,imagery/realsense_overhead/dish_1564518850/rgb.png,119.0,29.155001,4.879,7.021
dish_1564689168,imagery/realsense_overhead/dish_1564689168/rgb.png,339.0,17.726831,15.081212,27.541552
dish_1565797699,imagery/realsense_overhead/dish_1565797699/rgb.png,171.0,20.419321,2.852,5.043742
dish_1568060646,imagery/realsense_overhead/dish_1568060646/rgb.png,97.0,6.473001,1.738,0.28
dish_1559845018,imagery/realsense_overhead/dish_1559845018/rgb.png,175.0,29.681999,10.208,18.065001
dish_1562183175,imagery/realsense_overhead/dish_1562183175/rgb.png,324.0,32.917038,7.615252,15.717025
dish_1564083534,imagery/realsense_overhead/dish_1564083534/rgb.png,307.0,13.395,24.459997,18.611
dish_1565382969,imagery/realsense_overhead/dish_1565382969/rgb.png,57.0,2.052,1.653,0.228
dish_1559846311,imagery/realsense_overhead/dish_1559846311/rgb.png,201.0,30.551998,0.804,0.201
dish_1565810205,imagery/realsense_overhead/dish_1565810205/rgb.png,153.0,4.217971,10.67575,9.058967
dish_1556575499,imagery/realsense_overhead/dish_1556575499/rgb.png,152.0,10.618,2.868,6.882
dish_1562945851,imagery/realsense_overhead/dish_1562945851/rgb.png,150.0,17.553192,1.74,2.278645
dish_1567106594,imagery/realsense_overhead/dish_1567106594/rgb.png,88.0,3.432,0.792,0.176
dish_1561666897,imagery/realsense_overhead/dish_1561666897/rgb.png,402.0,54.080101,34.528744,22.03661
dish_1561661972,imagery/realsense_overhead/dish_1561661972/rgb.png,39.0,2.73,0.702,0.039
dish_1558722906,imagery/realsense_overhead/dish_1558722906/rgb.png,90.0,19.799999,2.79,2.16
dish_1557853314,imagery/realsense_overhead/dish_1557853314/rgb.png,93.0,27.341999,1.488,0.186
dish_1562963246,imagery/realsense_overhead/dish_1562963246/rgb.png,122.0,40.870003,13.664001,11.467999
dish_1560366998,imagery/realsense_overhead/dish_1560366998/rgb.png,131.0,9.648001,0.823,0.173
dish_1565896745,imagery/realsense_overhead/dish_1565896745/rgb.png,244.0,10.737839,27.187071,25.222511
dish_1564777986,imagery/realsense_overhead/dish_1564777986/rgb.png,221.0,21.323952,28.163883,18.809
dish_1560526472,imagery/realsense_overhead/dish_1560526472/rgb.png,114.0,9.571251,2.058025,8.28813
dish_1563565683,imagery/realsense_overhead/dish_1563565683/rgb.png,63.0,2.142221,8.658039,7.585437
dish_1558459528,imagery/realsense_overhead/dish_1558459528/rgb.png,64.0,2.496,0.576,0.128
dish_1561578839,imagery/realsense_overhead/dish_1561578839/rgb.png,214.0,43.354206,14.903948,14.811577
dish_1562787817,imagery/realsense_overhead/dish_1562787817/rgb.png,184.0,16.096539,24.512394,20.61557
dish_1560367296,imagery/realsense_overhead/dish_1560367296/rgb.png,362.0,18.360016,13.026852,11.224784
dish_1560369421,imagery/realsense_overhead/dish_1560369421/rgb.png,411.0,29.280058,43.318707,31.057137
dish_1565981769,imagery/realsense_overhead/dish_1565981769/rgb.png,47.0,4.636088,0.417585,0.556065
dish_1557862783,imagery/realsense_overhead/dish_1557862783/rgb.png,258.0,3.85,50.416,24.919001
dish_1558549086,imagery/realsense_overhead/dish_1558549086/rgb.png,95.0,16.15,1.9,0.095
dish_1562945131,imagery/realsense_overhead/dish_1562945131/rgb.png,67.0,4.57561,1.56878,1.89561
dish_1562784242,imagery/realsense_overhead/dish_1562784242/rgb.png,32.0,10.56,3.52,3.104
dish_1564685406,imagery/realsense_overhead/dish_1564685406/rgb.png,192.0,7.318961,26.831778,26.060642
dish_1562611878,imagery/realsense_overhead/dish_1562611878/rgb.png,311.0,28.178411,9.673808,16.6621
dish_1561579845,imagery/realsense_overhead/dish_1561579845/rgb.png,163.0,4.394568,36.616074,14.719878
dish_1560543505,imagery/realsense_overhead/dish_1560543505/rgb.png,172.0,9.771001,3.129,2.282
dish_1559844928,imagery/realsense_overhead/dish_1559844928/rgb.png,86.0,14.62,1.72,0.086
dish_1563555100,imagery/realsense_overhead/dish_1563555100/rgb.png,186.0,7.712,11.792,12.467999
dish_1562945332,imagery/realsense_overhead/dish_1562945332/rgb.png,325.0,18.078327,23.96172,8.793273
dish_1558721700,imagery/realsense_overhead/dish_1558721700/rgb.png,56.0,4.48,0.448,0.112
dish_1561146781,imagery/realsense_overhead/dish_1561146781/rgb.png,223.0,63.77,9.783001,1.655
dish_1564601470,imagery/realsense_overhead/dish_1564601470/rgb.png,73.0,3.723,0.511,0.073
dish_1559246053,imagery/realsense_overhead/dish_1559246053/rgb.png,494.0,63.925999,3.73,0.822
dish_1562096608,imagery/realsense_overhead/dish_1562096608/rgb.png,163.0,14.911697,13.094923,13.218136
dish_1565711527,imagery/realsense_overhead/dish_1565711527/rgb.png,302.0,33.92815,18.478689,32.015488
dish_1560453412,imagery/realsense_overhead/dish_1560453412/rgb.png,631.0,63.241493,49.472755,15.838277
dish_1565123881,imagery/realsense_overhead/dish_1565123881/rgb.png,515.0,31.0019,30.063168,19.355543
dish_1563996656,imagery/realsense_overhead/dish_1563996656/rgb.png,284.0,15.655681,26.991686,23.858444
dish_1566931548,imagery/realsense_overhead/dish_1566931548/rgb.png,253.0,15.525999,4.434,10.385001
dish_1561661552,imagery/realsense_overhead/dish_1561661552/rgb.png,325.0,46.265839,25.610855,11.388464
dish_1562009314,imagery/realsense_overhead/dish_1562009314/rgb.png,195.0,17.291681,6.528783,2.494945
dish_1561392459,imagery/realsense_overhead/dish_1561392459/rgb.png,275.0,11.667999,23.690001,28.110001
dish_1561480460,imagery/realsense_overhead/dish_1561480460/rgb.png,277.0,25.524,14.547001,14.575
dish_1562094694,imagery/realsense_overhead/dish_1562094694/rgb.png,142.0,7.249883,2.246118,11.607294
dish_1565895808,imagery/realsense_overhead/dish_1565895808/rgb.png,99.0,6.75675,1.73745,2.571525
dish_1560888817,imagery/realsense_overhead/dish_1560888817/rgb.png,34.0,6.12,0.714,2.312
dish_1563475826,imagery/realsense_overhead/dish_1563475826/rgb.png,176.0,18.959999,0.88,0.176
dish_1563550950,imagery/realsense_overhead/dish_1563550950/rgb.png,93.0,1.458,12.33,13.9
dish_1562959700,imagery/realsense_overhead/dish_1562959700/rgb.png,153.0,16.89098,27.910999,14.441155
dish_1558458541,imagery/realsense_overhead/dish_1558458541/rgb.png,51.0,11.577,11.424001,25.245001
dish_1566414780,imagery/realsense_overhead/dish_1566414780/rgb.png,651.0,33.422516,102.633827,35.501945
dish_1567785130,imagery/realsense_overhead/dish_1567785130/rgb.png,59.0,9.08029,1.888,4.110968
dish_1563567319,imagery/realsense_overhead/dish_1563567319/rgb.png,382.0,12.98934,52.497948,45.994236
dish_1558375833,imagery/realsense_overhead/dish_1558375833/rgb.png,92.0,3.864,17.756001,25.116001
dish_1561576074,imagery/realsense_overhead/dish_1561576074/rgb.png,216.0,24.043354,25.967587,19.081562
dish_1561737776,imagery/realsense_overhead/dish_1561737776/rgb.png,139.0,56.017002,12.954802,11.120001
dish_1564778057,imagery/realsense_overhead/dish_1564778057/rgb.png,377.0,35.539471,31.990742,33.986801
dish_1566330466,imagery/realsense_overhead/dish_1566330466/rgb.png,283.0,25.28451,30.1614,16.740232
dish_1563823423,imagery/realsense_overhead/dish_1563823423/rgb.png,441.0,15.258248,77.780296,36.734417
dish_1563464457,imagery/realsense_overhead/dish_1563464457/rgb.png,163.0,16.837999,7.252,7.518
dish_1559925037,imagery/realsense_overhead/dish_1559925037/rgb.png,10.0,0.14,3.7,4.2
dish_1565898432,imagery/realsense_overhead/dish_1565898432/rgb.png,282.0,11.596747,40.696297,25.761126
dish_1566328961,imagery/realsense_overhead/dish_1566328961/rgb.png,308.0,39.994911,52.083549,24.900572
dish_1562602627,imagery/realsense_overhead/dish_1562602627/rgb.png,171.0,25.251999,22.148001,43.237999
dish_1564589366,imagery/realsense_overhead/dish_1564589366/rgb.png,348.0,30.289001,22.081001,11.322001
dish_1564170923,imagery/realsense_overhead/dish_1564170923/rgb.png,319.0,28.582855,31.213701,15.813499
dish_1562788536,imagery/realsense_overhead/dish_1562788536/rgb.png,190.0,44.751999,5.398,6.61
dish_1558113255,imagery/realsense_overhead/dish_1558113255/rgb.png,90.0,7.2,0.72,0.18
dish_1565987054,imagery/realsense_overhead/dish_1565987054/rgb.png,213.0,2.304,48.045998,5.62
dish_1563565508,imagery/realsense_overhead/dish_1563565508/rgb.png,387.0,32.026699,26.264353,24.761736
dish_1565811025,imagery/realsense_overhead/dish_1565811025/rgb.png,277.0,4.36,65.377998,7.668
dish_1564000536,imagery/realsense_overhead/dish_1564000536/rgb.png,397.0,60.701588,43.828613,27.075863
dish_1559678457,imagery/realsense_overhead/dish_1559678457/rgb.png,465.0,29.983656,43.010422,37.50322
dish_1558722685,imagery/realsense_overhead/dish_1558722685/rgb.png,76.0,6.08,0.608,0.152
dish_1566851584,imagery/realsense_overhead/dish_1566851584/rgb.png,222.0,34.366001,13.904001,10.867
dish_1565020926,imagery/realsense_overhead/dish_1565020926/rgb.png,489.0,56.515961,21.472317,10.379284
dish_1560357792,imagery/realsense_overhead/dish_1560357792/rgb.png,50.0,16.35,3.95,7.150001
dish_1561739719,imagery/realsense_overhead/dish_1561739719/rgb.png,637.0,74.616135,10.199,4.590097
dish_1561748862,imagery/realsense_overhead/dish_1561748862/rgb.png,87.0,3.425125,16.156488,7.852456
dish_1559842409,imagery/realsense_overhead/dish_1559842409/rgb.png,179.0,24.451,13.334001,26.644001
dish_1562173411,imagery/realsense_overhead/dish_1562173411/rgb.png,159.0,5.39,38.829002,50.168999
dish_1558723742,imagery/realsense_overhead/dish_1558723742/rgb.png,264.0,40.23,13.325,22.268999
dish_1560455000,imagery/realsense_overhead/dish_1560455000/rgb.png,84.0,2.725,0.785,0.11
dish_1562010821,imagery/realsense_overhead/dish_1562010821/rgb.png,134.0,3.826643,26.255054,16.411747
dish_1566416701,imagery/realsense_overhead/dish_1566416701/rgb.png,122.0,2.900097,30.318871,6.648317
dish_1567526814,imagery/realsense_overhead/dish_1567526814/rgb.png,639.0,34.331001,45.199997,7.166
dish_1560527070,imagery/realsense_overhead/dish_1560527070/rgb.png,69.0,11.73,1.38,0.069
dish_1559590130,imagery/realsense_overhead/dish_1559590130/rgb.png,152.0,1.521,35.888,4.107
dish_1568047973,imagery/realsense_overhead/dish_1568047973/rgb.png,234.0,6.620098,19.187805,21.246098
dish_1565034681,imagery/realsense_overhead/dish_1565034681/rgb.png,185.0,29.18774,10.422204,18.93251
dish_1562180157,imagery/realsense_overhead/dish_1562180157/rgb.png,557.0,25.456959,63.837643,72.163277
dish_1565627800,imagery/realsense_overhead/dish_1565627800/rgb.png,261.0,13.966903,19.602438,2.134098
dish_1560800836,imagery/realsense_overhead/dish_1560800836/rgb.png,170.0,54.399998,20.4,20.4
dish_1562086037,imagery/realsense_overhead/dish_1562086037/rgb.png,121.0,16.940001,0.847,0.363
dish_1568405466,imagery/realsense_overhead/dish_1568405466/rgb.png,189.0,17.452278,2.526578,9.094378
dish_1558639673,imagery/realsense_overhead/dish_1558639673/rgb.png,89.0,3.471,0.801,0.178
dish_1560367116,imagery/realsense_overhead/dish_1560367116/rgb.png,211.0,12.151617,9.205687,6.256616
dish_1562959547,imagery/realsense_overhead/dish_1562959547/rgb.png,145.0,8.817571,10.892046,15.460226
dish_1565711154,imagery/realsense_overhead/dish_1565711154/rgb.png,385.0,14.237548,42.174,19.77516
dish_1565638515,imagery/realsense_overhead/dish_1565638515/rgb.png,165.0,8.950356,16.704958,10.759086
dish_1564073641,imagery/realsense_overhead/dish_1564073641/rgb.png,52.0,9.131708,0.507317,1.268293
dish_1566414891,imagery/realsense_overhead/dish_1566414891/rgb.png,163.0,16.049046,3.587757,15.956649
dish_1562876674,imagery/realsense_overhead/dish_1562876674/rgb.png,157.0,30.065914,23.770454,10.211315
dish_1558028690,imagery/realsense_overhead/dish_1558028690/rgb.png,66.0,5.94,0.33,0.066
dish_1565987142,imagery/realsense_overhead/dish_1565987142/rgb.png,426.0,11.889,60.804001,25.577
dish_1560874751,imagery/realsense_overhead/dish_1560874751/rgb.png,220.0,58.687004,12.556001,10.96
dish_1560456305,imagery/realsense_overhead/dish_1560456305/rgb.png,21.0,1.348324,0.547266,2.249872
dish_1563393341,imagery/realsense_overhead/dish_1563393341/rgb.png,119.0,5.196334,1.745333,0.436333
dish_1562959379,imagery/realsense_overhead/dish_1562959379/rgb.png,85.0,3.778441,1.451472,4.411607
dish_1559240256,imagery/realsense_overhead/dish_1559240256/rgb.png,54.0,3.78,1.296,0.216
dish_1562959485,imagery/realsense_overhead/dish_1562959485/rgb.png,36.0,2.311412,0.938171,3.856924
dish_1562170236,imagery/realsense_overhead/dish_1562170236/rgb.png,333.0,42.478001,2.069,0.737
dish_1562876494,imagery/realsense_overhead/dish_1562876494/rgb.png,26.0,0.542953,6.487736,1.171626
dish_1558376984,imagery/realsense_overhead/dish_1558376984/rgb.png,350.0,30.23,45.440006,45.584
dish_1563820806,imagery/realsense_overhead/dish_1563820806/rgb.png,273.0,10.491399,31.381857,4.19148
dish_1567801520,imagery/realsense_overhead/dish_1567801520/rgb.png,600.0,53.029022,79.971626,42.248199
dish_1559239985,imagery/realsense_overhead/dish_1559239985/rgb.png,203.0,30.855999,0.812,0.203
dish_1563477659,imagery/realsense_overhead/dish_1563477659/rgb.png,52.0,4.611115,1.741009,0.665319
dish_1562613974,imagery/realsense_overhead/dish_1562613974/rgb.png,375.0,20.551165,39.229145,19.963217
dish_1558030832,imagery/realsense_overhead/dish_1558030832/rgb.png,72.0,21.167999,1.152,0.144
dish_1565798531,imagery/realsense_overhead/dish_1565798531/rgb.png,61.0,2.255222,0.83088,5.820787
dish_1563555160,imagery/realsense_overhead/dish_1563555160/rgb.png,287.0,21.797338,13.773809,14.444396
dish_1564777933,imagery/realsense_overhead/dish_1564777933/rgb.png,39.0,13.065001,4.368,3.666
dish_1565981898,imagery/realsense_overhead/dish_1565981898/rgb.png,290.0,11.903452,17.301081,21.883743
dish_1561739265,imagery/realsense_overhead/dish_1561739265/rgb.png,308.0,41.127003,10.689,9.989
dish_1559062082,imagery/realsense_overhead/dish_1559062082/rgb.png,311.0,22.046001,25.468,21.615999
dish_1559850314,imagery/realsense_overhead/dish_1559850314/rgb.png,100.0,17.028999,11.005,23.317999
dish_1566417475,imagery/realsense_overhead/dish_1566417475/rgb.png,198.0,15.766476,2.730686,9.395511
dish_1565119493,imagery/realsense_overhead/dish_1565119493/rgb.png,280.0,46.864986,29.865883,24.306738
dish_1566920339,imagery/realsense_overhead/dish_1566920339/rgb.png,730.0,32.087563,58.560974,5.042439
dish_1560887435,imagery/realsense_overhead/dish_1560887435/rgb.png,171.0,44.367718,16.457802,13.398108
dish_1558641358,imagery/realsense_overhead/dish_1558641358/rgb.png,97.0,4.85,1.746,0.291
dish_1560801829,imagery/realsense_overhead/dish_1560801829/rgb.png,178.0,30.348633,11.184874,10.540594
dish_1558724853,imagery/realsense_overhead/dish_1558724853/rgb.png,118.0,10.620001,4.012,0.354
dish_1562008476,imagery/realsense_overhead/dish_1562008476/rgb.png,120.0,6.287506,10.764524,6.163932
dish_1563207277,imagery/realsense_overhead/dish_1563207277/rgb.png,106.0,23.700001,1.3,6.1
dish_1563812508,imagery/realsense_overhead/dish_1563812508/rgb.png,217.0,1.519,21.700001,0.434
dish_1568055963,imagery/realsense_overhead/dish_1568055963/rgb.png,32.0,2.016,0.256,3.424
dish_1559244417,imagery/realsense_overhead/dish_1559244417/rgb.png,59.0,2.375517,1.415911,6.920829
dish_1562615283,imagery/realsense_overhead/dish_1562615283/rgb.png,78.0,3.265865,15.28025,11.37568
dish_1565117429,imagery/realsense_overhead/dish_1565117429/rgb.png,147.0,49.245003,16.464001,13.818
dish_1560802149,imagery/realsense_overhead/dish_1560802149/rgb.png,249.0,10.470455,39.855083,17.394941
dish_1564689138,imagery/realsense_overhead/dish_1564689138/rgb.png,223.0,15.522832,5.801213,21.973553
dish_1562180025,imagery/realsense_overhead/dish_1562180025/rgb.png,256.0,12.93051,59.066467,55.475594
dish_1562872432,imagery/realsense_overhead/dish_1562872432/rgb.png,257.0,20.299112,31.286116,5.250878
dish_1563897938,imagery/realsense_overhead/dish_1563897938/rgb.png,10.0,0.14,3.7,4.2
dish_1562686548,imagery/realsense_overhead/dish_1562686548/rgb.png,280.0,20.892,27.464001,23.967999
dish_1562184705,imagery/realsense_overhead/dish_1562184705/rgb.png,376.0,13.052526,58.229382,51.203068
dish_1566934366,imagery/realsense_overhead/dish_1566934366/rgb.png,33.0,11.055,3.696,3.102
dish_1561134102,imagery/realsense_overhead/dish_1561134102/rgb.png,81.0,6.156,0.486,0.162
dish_1568318286,imagery/realsense_overhead/dish_1568318286/rgb.png,115.0,6.095,2.53,0.46
dish_1565727921,imagery/realsense_overhead/dish_1565727921/rgb.png,397.0,27.247999,46.560001,54.055
dish_1563568148,imagery/realsense_overhead/dish_1563568148/rgb.png,225.0,6.509641,19.747221,18.531178
dish_1565119698,imagery/realsense_overhead/dish_1565119698/rgb.png,308.0,13.186614,19.411322,10.575852
dish_1564428404,imagery/realsense_overhead/dish_1564428404/rgb.png,104.0,6.298835,1.598034,9.80839
dish_1562958809,imagery/realsense_overhead/dish_1562958809/rgb.png,389.0,44.695526,28.865578,24.147148
dish_1563996308,imagery/realsense_overhead/dish_1563996308/rgb.png,659.0,28.793682,98.594513,22.656111
dish_1561060642,imagery/realsense_overhead/dish_1561060642/rgb.png,387.0,39.183205,36.67416,18.522783
dish_1560453150,imagery/realsense_overhead/dish_1560453150/rgb.png,141.0,8.12033,3.441845,12.962943
dish_1562946006,imagery/realsense_overhead/dish_1562946006/rgb.png,224.0,6.288,32.071999,41.591999
dish_1565725156,imagery/realsense_overhead/dish_1565725156/rgb.png,500.0,24.225,61.735004,11.922
dish_1562096907,imagery/realsense_overhead/dish_1562096907/rgb.png,266.0,13.237985,38.056858,31.159481
dish_1561749778,imagery/realsense_overhead/dish_1561749778/rgb.png,340.0,15.89182,32.941494,15.126814
dish_1562775110,imagery/realsense_overhead/dish_1562775110/rgb.png,282.0,25.380001,1.41,0.282
dish_1565641943,imagery/realsense_overhead/dish_1565641943/rgb.png,307.0,45.636108,44.918285,15.704393
dish_1562168427,imagery/realsense_overhead/dish_1562168427/rgb.png,368.0,33.494999,13.921,0.699
dish_1558376437,imagery/realsense_overhead/dish_1558376437/rgb.png,39.0,3.12,0.312,0.078
dish_1563567599,imagery/realsense_overhead/dish_1563567599/rgb.png,156.0,6.482199,3.54373,18.526054
dish_1561481634,imagery/realsense_overhead/dish_1561481634/rgb.png,228.0,27.759998,25.482,27.153999
dish_1558632233,imagery/realsense_overhead/dish_1558632233/rgb.png,193.0,23.712,4.486,2.714
dish_1562875320,imagery/realsense_overhead/dish_1562875320/rgb.png,377.0,61.671753,47.572269,21.93623
dish_1565383159,imagery/realsense_overhead/dish_1565383159/rgb.png,468.0,14.009,50.022999,51.396999
dish_1560441247,imagery/realsense_overhead/dish_1560441247/rgb.png,17.0,0.374,0.255,0.034
dish_1562775047,imagery/realsense_overhead/dish_1562775047/rgb.png,461.0,60.52,6.644,3.594
dish_1568660810,imagery/realsense_overhead/dish_1568660810/rgb.png,47.0,15.04,5.64,5.64
dish_1563468240,imagery/realsense_overhead/dish_1563468240/rgb.png,239.0,23.941999,1.327,0.371
dish_1560367904,imagery/realsense_overhead/dish_1560367904/rgb.png,69.0,3.734912,10.405902,8.840912
dish_1567625434,imagery/realsense_overhead/dish_1567625434/rgb.png,396.0,23.362089,65.588402,25.45192
